TIME_S,ENGINE_RPM,CYLINDER_HEAD_TEMP,ENGINE_BLOCK_TEMP,EXHAUST_GAS_TEMP,OIL_TEMP,OIL_PRESSURE,OIL_LEVEL,FUEL_FLOW,FUEL_PRESSURE,INJECTION_TIMING,AFR_GUAGE,MANIFOLD_PRESSURE,CARB_AIR_INTAKE_PRESSURE,BAROMETRIC PRESSURE,FLYING_ALT,TEMPARATURE,HUMIDITY,FIRE,BATT_VOLT,BATT_AMP,PROP_RPM,PROPELLER_TORQUE,COOLANT_FLOW_RATE,COOLANT_TEMP,COOLANT_PRESSURE,COOLANT_LEVEL,ENGINE_RUNTIME,ENGINE_MOUNT_VIBRATION,ALTERNATOR_VOLT,ALTERNATOR_AMP,ALTERNATOR_TEMP,STARTER_MOTOR_AMP,TURBO_TARGET_BOOST_PRESSURE,TURBO_SHAFT_SPEED,EXHAUST_BACKPRESSURE,FUEL_LEVEL,FUEL_TEMP,G_FORCE,AIRSPEED,THROTTLE_POSITION
15.766667,1819.6,63.27,58.84,459.44,60.72,1.073,94.87,6.83,0.192,11.26,14.4,30.65,58.47,982.93,850.3,13.06,58.16,0,26.93,1.73,747.9,10.09,8.95,57.7,0.431,96.32,375.77,0.472,27.22,5.79,43.61,0.0,0.78,32942.0,11.21,81.985,17.34,1.01,40.0,8.03
15.783333,1816.8,62.97,58.78,449.65,60.87,1.09,94.89,6.9,0.19,11.2,14.29,30.86,58.59,983.07,850.3,13.06,57.95,0,26.95,1.76,745.5,10.42,9.25,57.55,0.425,96.34,375.78,0.464,27.23,5.99,44.05,0.0,0.82,32634.0,11.45,81.985,17.05,1.011,40.0,8.04
15.8,1822.6,63.3,59.09,452.61,61.06,1.052,94.88,7.14,0.187,11.05,14.32,30.83,58.75,983.05,850.3,13.05,57.34,0,26.97,1.63,747.7,11.21,9.09,57.03,0.426,96.34,375.8,0.438,27.24,6.13,43.62,0.0,0.78,32504.0,11.74,81.985,17.2,1.009,40.0,7.99
15.816667,1816.5,63.45,59.39,454.76,61.3,1.045,94.92,6.93,0.187,11.27,14.11,30.66,58.39,983.2,850.3,13.06,57.31,0,26.98,1.7,744.1,11.84,9.18,56.92,0.422,96.35,375.82,0.4,27.26,5.9,43.28,0.0,0.78,32294.0,11.67,81.985,17.45,1.005,40.0,7.95
15.833333,1819.4,63.37,59.33,450.16,61.24,1.043,94.95,6.94,0.179,11.34,14.22,30.54,58.99,983.2,850.2,13.03,57.11,0,26.97,1.78,744.6,12.49,8.98,57.23,0.416,96.36,375.83,0.4,27.26,6.17,43.12,0.0,0.77,32101.0,11.47,81.985,17.23,1.011,40.0,7.91
15.85,1821.6,63.89,59.47,449.34,61.37,1.063,94.95,6.9,0.178,11.42,14.09,30.61,59.18,983.08,850.3,13.03,57.08,0,26.96,1.52,745.7,12.67,9.25,56.77,0.425,96.35,375.85,0.617,27.29,6.0,43.33,0.0,0.79,32292.0,11.53,81.985,17.16,1.01,40.0,7.84
15.866667,1831.3,63.87,59.11,452.87,61.26,1.059,94.95,6.78,0.178,11.25,14.16,30.66,59.49,983.11,850.3,13.04,57.14,0,27.0,1.56,749.7,12.44,9.26,56.82,0.424,96.36,375.87,0.4,27.3,6.17,43.4,0.0,0.79,32212.0,11.94,81.985,16.84,1.014,40.0,7.75
15.883333,1836.5,64.35,59.02,448.42,61.28,1.02,94.99,6.94,0.182,11.37,14.11,30.72,58.81,983.09,850.4,12.99,56.85,0,27.0,1.72,751.7,11.95,9.5,57.09,0.421,96.35,375.88,0.4,27.29,6.57,43.61,0.0,0.82,32262.0,12.27,81.985,16.67,1.011,40.0,7.61
15.9,1819.1,64.26,59.12,447.26,61.16,1.004,94.98,7.04,0.186,11.34,14.09,30.73,58.85,983.14,850.5,13.03,57.26,0,27.03,1.56,745.3,11.96,8.88,56.83,0.419,96.36,375.9,0.4,27.3,6.71,43.3,0.0,0.84,31867.0,12.19,81.985,17.12,1.004,40.0,7.48
15.916667,1813.4,63.78,59.04,453.11,60.88,1.003,94.98,6.75,0.183,11.17,14.31,30.51,58.9,983.09,850.6,13.03,57.17,0,27.03,1.42,742.3,13.03,8.94,56.56,0.43,96.38,375.92,0.4,27.3,6.79,43.67,0.0,0.83,31878.0,12.38,81.985,16.95,0.998,40.0,7.34
15.933333,1795.7,63.88,59.05,450.98,61.16,1.005,94.95,6.9,0.184,11.37,14.32,30.48,58.8,983.08,850.8,13.02,56.58,0,27.02,1.42,735.0,12.55,8.89,56.65,0.424,96.4,375.93,0.4,27.3,6.94,43.91,0.0,0.8,31709.0,12.38,81.985,17.28,0.996,40.0,7.25
15.95,1819.7,64.78,59.14,451.92,61.05,0.981,94.98,6.92,0.185,11.2,14.43,30.45,58.16,983.05,850.7,13.05,56.84,0,27.04,1.46,744.3,12.69,9.0,56.98,0.415,96.4,375.95,0.4,27.29,7.16,43.84,0.0,0.82,31733.0,12.5,81.985,17.05,0.995,40.0,7.17
15.966667,1793.8,64.42,58.83,454.35,60.97,1.002,94.99,6.88,0.186,11.18,14.34,30.61,57.89,982.95,850.8,13.08,56.75,0,27.02,1.51,734.6,12.13,9.04,57.15,0.407,96.38,375.97,0.4,27.3,7.13,44.08,0.0,0.84,32132.0,12.54,81.985,17.28,0.996,40.0,7.16
15.983333,1797.0,64.34,58.62,446.41,60.94,0.983,95.02,7.01,0.191,11.14,14.38,30.64,58.14,983.03,850.7,13.02,56.31,0,27.0,1.76,735.4,12.54,8.72,57.1,0.418,96.36,375.98,0.4,27.29,7.04,44.41,0.0,0.87,32080.0,12.5,81.985,17.0,0.999,40.0,7.14
16.0,1783.8,63.7,58.91,446.05,60.99,0.931,95.03,6.96,0.19,10.81,14.59,30.78,57.97,983.03,850.9,13.07,56.47,0,26.96,1.49,731.0,12.73,8.6,57.31,0.42,96.36,376.0,0.4,27.27,6.6,44.57,0.0,0.89,32092.0,12.56,81.985,17.06,0.993,40.0,7.14
16.016667,1790.5,63.69,59.13,446.25,60.89,0.896,95.06,6.96,0.192,10.92,14.52,30.81,58.33,983.12,851.0,13.12,56.42,0,26.97,1.45,733.1,12.39,8.67,57.46,0.423,96.38,376.02,0.4,27.27,6.75,44.1,0.0,0.89,32129.0,12.8,81.985,17.39,0.995,40.0,7.12
16.033333,1795.4,64.36,58.95,450.27,60.78,0.891,95.03,6.88,0.189,11.12,14.52,30.85,58.43,983.1,850.8,13.11,56.5,0,26.97,1.52,736.9,12.39,9.22,57.34,0.425,96.39,376.03,0.4,27.27,6.51,43.85,0.0,0.89,31803.0,12.51,81.985,17.6,0.99,40.0,7.14
16.05,1801.9,63.98,58.82,449.27,61.03,0.95,95.02,6.67,0.188,10.94,14.59,30.83,58.64,983.17,850.7,13.13,56.05,0,26.94,1.6,740.6,11.93,9.32,57.56,0.432,96.41,376.05,0.4,27.25,6.53,44.38,0.0,0.87,31633.0,12.72,81.985,17.43,0.988,40.0,7.25
16.066667,1794.2,64.45,58.98,449.64,60.83,0.909,95.01,6.85,0.189,10.97,14.44,30.76,58.68,983.24,850.8,13.14,55.85,0,26.92,1.54,738.7,11.59,9.27,57.39,0.42,96.4,376.07,0.4,27.23,6.45,44.64,0.0,0.86,31908.0,12.6,81.985,17.61,1.001,40.0,7.37
16.083333,1802.5,64.06,58.92,449.59,60.83,0.914,95.04,6.62,0.183,10.98,14.47,30.88,59.1,983.18,850.8,13.11,55.75,0,26.95,1.46,741.7,11.47,9.22,57.72,0.424,96.37,376.08,0.4,27.24,6.74,44.63,0.0,0.9,32081.0,12.31,81.985,17.56,1.006,40.0,7.48
16.1,1794.5,64.26,58.93,444.58,60.96,0.929,95.06,6.64,0.186,11.25,14.22,30.87,59.31,983.15,850.9,13.12,55.48,0,26.96,1.17,738.5,10.61,9.27,57.72,0.424,96.38,376.1,0.4,27.25,6.75,44.89,0.0,0.89,32116.0,12.46,81.985,17.78,1.004,40.0,7.59
16.116667,1787.9,64.03,58.79,450.62,60.7,0.922,95.06,6.68,0.187,11.44,14.31,30.88,58.66,983.25,850.9,13.13,55.49,0,26.96,0.8,735.7,10.57,9.27,57.37,0.424,96.35,376.12,0.4,27.25,6.2,45.39,0.0,0.85,31983.0,12.53,81.985,17.27,1.011,40.0,7.7
16.133333,1786.2,64.21,58.87,449.64,60.43,0.945,95.07,6.63,0.189,11.63,14.43,30.85,58.92,983.08,850.9,13.18,55.61,0,26.93,0.83,735.1,10.06,9.06,57.35,0.413,96.35,376.13,0.4,27.23,6.42,45.27,0.0,0.85,31871.0,12.29,81.985,17.03,1.016,40.0,7.84
16.15,1786.3,63.96,58.56,449.8,60.34,0.936,95.07,6.67,0.191,11.69,14.26,30.94,58.99,983.1,850.9,13.11,55.75,0,26.91,0.94,736.8,10.73,8.7,57.17,0.399,96.36,376.15,0.4,27.21,6.77,45.5,0.0,0.84,31612.0,12.2,81.985,17.2,1.019,40.0,7.95
16.166667,1810.8,64.73,58.54,451.12,60.68,0.932,95.06,6.68,0.191,11.35,14.29,30.83,59.56,983.05,850.9,13.1,56.0,0,26.89,1.02,745.6,11.33,8.49,57.15,0.405,96.41,376.17,0.4,27.19,6.19,45.23,0.0,0.83,32135.0,11.95,81.985,17.29,1.023,40.0,8.05
16.183333,1818.9,64.54,58.3,444.8,60.56,0.9,95.02,6.65,0.19,11.47,14.3,30.79,59.74,982.99,851.0,13.07,55.98,0,26.91,1.11,748.9,11.46,8.63,57.29,0.4,96.45,376.18,0.4,27.17,6.19,44.97,0.0,0.8,32065.0,12.2,81.985,17.24,1.02,40.0,8.14
16.2,1822.3,64.33,58.51,445.89,60.64,0.907,95.0,6.74,0.189,11.51,14.27,30.89,59.58,983.07,850.7,13.11,55.82,0,26.91,1.21,749.2,11.9,8.55,57.36,0.404,96.49,376.2,0.4,27.17,6.74,45.1,0.0,0.83,32442.0,12.28,81.984,17.39,1.017,40.0,8.19
16.216667,1799.7,63.43,58.67,453.38,60.8,0.953,95.0,6.76,0.191,11.35,14.17,30.67,58.86,983.14,850.8,13.08,55.62,0,26.92,0.87,738.1,11.79,8.9,57.22,0.402,96.48,376.22,0.4,27.16,6.79,44.9,0.0,0.82,32362.0,12.0,81.984,17.25,1.012,40.0,8.19
16.233333,1805.3,63.81,58.57,459.01,60.71,0.949,95.02,6.74,0.187,11.52,14.1,30.69,59.25,983.2,850.7,13.05,55.4,0,26.94,0.82,741.8,11.75,8.63,57.33,0.393,96.44,376.23,0.4,27.17,6.84,45.64,0.0,0.82,31875.0,11.96,81.984,17.16,1.013,40.0,8.2
16.25,1816.3,63.72,58.26,460.88,60.85,0.937,95.07,6.81,0.187,11.56,14.03,30.77,59.56,983.26,850.8,13.02,55.29,0,26.96,0.63,745.9,11.82,8.79,57.34,0.395,96.42,376.25,0.4,27.19,6.97,45.61,0.0,0.84,32134.0,11.71,81.984,17.1,1.006,40.0,8.21
16.266667,1800.5,63.65,58.23,453.54,60.89,0.964,95.1,6.76,0.183,11.48,14.31,30.8,59.6,983.13,850.7,13.03,55.62,0,26.96,0.57,738.9,11.77,8.94,57.81,0.37,96.43,376.27,0.4,27.2,6.97,45.13,0.0,0.85,31417.0,11.55,81.984,17.24,1.004,40.0,8.2
16.283333,1817.5,63.97,58.1,452.65,60.96,1.003,95.11,6.81,0.183,11.57,14.29,30.81,59.78,983.15,850.6,13.04,55.43,0,26.97,0.82,746.6,11.75,9.35,57.92,0.382,96.43,376.28,0.4,27.2,7.58,45.09,0.0,0.83,31167.0,11.65,81.984,17.56,1.005,40.0,8.15
16.3,1808.1,63.81,58.16,453.55,60.92,0.947,95.09,6.71,0.184,11.6,14.49,30.68,59.12,983.04,850.6,13.05,55.89,0,26.95,0.76,742.4,11.75,9.09,58.07,0.379,96.44,376.3,0.4,27.19,6.92,45.36,0.0,0.8,30905.0,11.57,81.984,17.36,1.002,40.0,8.06
16.316667,1812.8,64.2,58.17,449.82,61.11,0.971,95.08,6.88,0.188,11.71,14.52,30.7,59.57,983.11,850.5,13.04,55.74,0,26.95,1.1,744.3,10.9,8.84,57.92,0.386,96.47,376.32,0.4,27.2,6.31,45.41,0.0,0.83,30561.0,12.12,81.984,17.78,1.004,40.0,8.04
16.333333,1818.2,64.84,58.23,453.44,61.05,0.919,95.05,6.92,0.182,11.68,14.64,30.69,59.38,983.16,850.4,13.04,55.53,0,26.95,1.35,747.1,10.28,8.75,57.94,0.398,96.46,376.33,0.4,27.2,6.0,45.32,0.0,0.82,30760.0,12.19,81.984,17.39,1.011,40.0,7.98
16.35,1818.0,65.08,58.19,457.39,61.05,0.944,95.06,6.93,0.183,11.5,14.5,30.67,59.45,983.18,850.3,13.01,55.42,0,26.94,1.6,747.7,10.92,8.97,57.93,0.4,96.44,376.35,0.4,27.21,6.67,45.39,0.0,0.85,30896.0,11.84,81.984,17.52,1.006,40.0,7.96
16.366667,1818.8,65.43,58.29,452.74,60.7,0.928,95.06,7.28,0.182,11.56,14.6,30.81,59.1,983.24,850.3,12.99,55.12,0,26.93,1.49,748.7,10.0,9.08,57.95,0.397,96.41,376.37,0.4,27.19,6.58,45.05,0.0,0.91,31431.0,11.98,81.984,17.89,1.011,40.0,7.95
16.383333,1823.9,64.93,58.27,453.73,60.82,0.959,95.05,7.15,0.183,11.45,14.62,30.78,58.98,983.06,850.3,12.97,54.68,0,26.95,1.65,751.1,10.43,9.0,57.81,0.41,96.4,376.38,0.4,27.21,7.26,44.79,0.0,0.89,31414.0,11.81,81.984,18.0,1.007,40.0,7.94
16.4,1833.6,64.85,58.52,451.24,60.97,0.919,95.07,7.08,0.181,11.28,14.6,30.71,58.7,983.1,850.4,12.94,54.34,0,26.96,1.58,755.6,10.82,8.96,57.59,0.4,96.37,376.4,0.4,27.22,7.38,44.37,0.0,0.88,31466.0,11.87,81.984,18.31,1.002,40.0,7.89
16.416667,1842.5,64.48,58.65,456.44,60.95,0.921,95.06,7.1,0.184,11.33,14.56,30.74,59.15,983.18,850.4,13.0,54.62,0,26.96,1.49,758.1,11.07,8.82,57.64,0.413,96.41,376.42,0.4,27.24,7.57,44.6,0.0,0.86,31516.0,11.55,81.984,18.38,1.003,40.0,7.83
16.433333,1846.1,64.19,58.25,455.27,61.0,0.911,95.07,6.99,0.188,11.32,14.52,30.64,58.79,982.87,850.5,13.0,54.93,0,26.98,1.03,760.9,10.95,9.2,57.65,0.398,96.43,376.43,0.4,27.25,7.25,44.59,0.0,0.89,31338.0,11.91,81.984,18.22,1.007,40.0,7.8
16.45,1836.3,63.93,58.0,457.7,60.92,0.937,95.05,7.28,0.186,11.27,14.61,30.58,58.78,982.89,850.5,13.0,54.32,0,27.0,1.06,755.7,10.58,8.91,57.76,0.393,96.43,376.45,0.4,27.29,7.37,44.36,0.0,0.88,31254.0,11.72,81.984,18.32,1.004,40.0,7.76
16.466667,1809.6,63.87,57.88,458.63,60.75,0.934,95.05,7.12,0.188,11.09,14.56,30.75,58.36,982.94,850.5,12.99,54.57,0,26.97,0.84,743.8,11.49,8.42,57.51,0.397,96.42,376.47,0.4,27.28,7.51,44.27,0.0,0.95,30847.0,11.1,81.984,18.82,1.0,40.0,7.74
16.483333,1801.6,64.18,57.31,457.72,60.67,0.954,95.02,6.88,0.185,11.28,14.45,30.9,58.53,982.99,850.5,12.98,54.54,0,26.93,0.92,740.8,11.13,8.36,57.63,0.399,96.45,376.48,0.4,27.26,7.92,43.52,0.0,0.96,31245.0,11.36,81.984,19.16,0.998,40.0,7.69
16.5,1802.6,63.5,57.45,453.23,60.31,0.916,95.04,6.8,0.185,11.26,14.5,30.78,58.55,982.93,850.6,13.03,54.53,0,26.97,0.9,741.1,11.35,8.54,57.36,0.392,96.46,376.5,0.4,27.28,8.01,43.71,0.0,0.95,30982.0,11.88,81.984,19.32,0.995,40.0,7.66
16.516667,1813.4,63.89,57.73,455.63,59.95,0.894,95.02,6.62,0.186,11.36,14.55,30.79,58.95,982.87,850.5,13.09,54.76,0,26.92,0.98,745.1,11.01,8.45,57.34,0.385,96.48,376.52,0.4,27.23,7.54,43.69,0.0,0.91,31095.0,11.22,81.984,19.16,0.996,40.0,7.63
16.533333,1824.8,63.34,57.96,454.44,60.07,0.897,95.02,6.63,0.186,11.11,14.27,30.76,59.29,982.89,850.5,13.07,55.01,0,26.89,1.28,749.3,10.67,8.48,57.3,0.399,96.48,376.53,0.4,27.21,7.51,43.45,0.0,0.92,31004.0,11.32,81.984,19.15,0.994,40.0,7.62
16.55,1816.3,63.66,58.01,452.28,60.15,0.9,95.03,6.69,0.188,10.89,14.33,30.82,58.86,982.86,850.5,13.07,55.28,0,26.89,1.4,745.3,10.72,8.86,57.52,0.402,96.49,376.55,0.411,27.21,7.55,43.77,0.0,0.92,31285.0,11.34,81.984,19.18,0.993,40.0,7.6
16.566667,1808.3,63.6,57.76,452.1,60.23,0.94,95.05,6.66,0.187,10.79,14.42,30.53,58.84,982.7,850.5,13.13,55.33,0,26.88,1.33,742.2,10.87,8.83,57.63,0.406,96.47,376.57,0.471,27.2,7.71,44.14,0.0,0.88,31660.0,11.43,81.984,19.06,0.995,40.0,7.62
16.583333,1810.7,63.76,57.29,447.73,60.6,0.911,95.02,6.62,0.187,10.66,14.51,30.67,59.0,982.69,850.4,13.09,54.97,0,26.86,1.42,743.7,10.61,8.86,57.72,0.396,96.47,376.58,0.712,27.19,7.48,43.66,0.0,0.86,31485.0,11.3,81.984,19.11,0.994,40.0,7.65
16.6,1813.1,63.79,57.02,445.29,60.67,0.931,94.99,6.83,0.187,10.77,14.61,30.8,58.98,982.74,850.5,13.1,55.24,0,26.81,1.85,746.3,11.07,8.91,57.36,0.401,96.47,376.6,0.687,27.15,7.4,44.14,0.0,0.89,31963.0,11.37,81.984,19.25,1.0,40.0,7.68
16.616667,1819.3,63.83,56.79,451.85,60.38,0.977,95.0,6.8,0.181,10.88,14.79,30.97,58.86,982.81,850.4,13.12,54.73,0,26.84,1.76,747.6,11.73,9.07,57.09,0.398,96.46,376.62,0.621,27.18,7.15,44.43,0.0,0.91,32097.0,11.45,81.984,19.19,0.997,40.0,7.72
16.633333,1823.9,63.98,56.99,460.73,60.3,0.946,94.99,6.97,0.182,10.88,14.74,30.98,58.95,982.8,850.5,13.1,54.88,0,26.81,1.54,751.3,11.76,8.78,56.91,0.412,96.44,376.63,0.494,27.17,6.69,44.45,0.0,0.88,31989.0,11.54,81.984,19.45,0.994,40.0,7.8
16.65,1817.7,63.85,57.19,459.36,60.48,0.96,95.0,7.07,0.181,10.98,14.62,30.88,59.3,982.81,850.4,13.13,54.64,0,26.83,1.54,748.4,10.96,9.27,56.86,0.412,96.42,376.65,0.4,27.21,6.65,44.62,0.0,0.88,31966.0,11.55,81.984,19.64,1.003,40.0,7.85
16.666667,1792.5,63.88,57.4,452.71,60.7,0.918,95.04,6.99,0.184,10.8,14.59,30.92,58.85,982.75,850.4,13.09,54.18,0,26.86,1.41,737.2,11.34,8.86,56.62,0.416,96.41,376.67,0.4,27.22,7.2,44.74,0.0,0.88,32054.0,11.04,81.984,19.43,1.009,40.0,7.87
16.683333,1797.3,64.16,58.11,457.58,60.56,0.912,95.02,6.89,0.186,10.93,14.64,30.9,58.77,982.79,850.4,13.11,54.29,0,26.86,1.27,738.9,11.21,8.86,57.06,0.413,96.42,376.68,0.4,27.22,7.22,44.58,0.0,0.87,32506.0,11.44,81.984,19.0,1.009,40.0,7.9
16.7,1776.0,63.73,58.08,454.16,60.7,0.969,95.05,6.9,0.185,10.88,14.73,30.8,58.76,982.85,850.4,13.15,54.23,0,26.89,1.2,730.1,11.71,8.84,57.05,0.398,96.41,376.7,0.425,27.21,7.46,44.66,0.0,0.9,32181.0,11.03,81.984,18.7,1.012,40.0,7.93
16.716667,1790.4,63.92,57.76,461.33,60.78,0.983,95.06,6.75,0.182,10.69,14.65,30.82,58.4,982.82,850.6,13.12,53.92,0,26.89,1.19,735.3,10.81,8.45,57.13,0.397,96.38,376.72,0.4,27.23,7.17,45.2,0.0,0.89,31597.0,10.94,81.984,18.78,1.012,40.0,7.95
16.733333,1826.6,64.41,57.49,467.63,60.57,1.03,95.02,6.75,0.183,10.71,14.56,30.67,58.86,982.86,850.6,13.14,54.02,0,26.91,1.41,749.2,11.85,8.2,56.71,0.405,96.43,376.73,0.4,27.25,7.54,44.88,0.0,0.85,31417.0,11.41,81.984,18.73,1.008,40.0,7.94
16.75,1834.5,64.6,57.13,465.01,60.59,1.066,95.05,6.64,0.183,11.05,14.48,30.9,58.69,982.83,850.8,13.18,53.84,0,26.91,1.32,752.8,12.32,8.26,56.75,0.412,96.45,376.75,0.52,27.25,7.42,44.69,0.0,0.87,31539.0,11.8,81.984,18.9,1.011,40.0,7.94
16.766667,1830.9,64.81,57.04,459.42,60.42,1.034,95.0,6.83,0.183,11.14,14.51,30.77,59.29,982.74,850.8,13.17,53.95,0,26.92,1.16,749.7,11.5,8.44,56.45,0.409,96.46,376.77,0.583,27.25,7.06,44.72,0.0,0.87,31458.0,11.76,81.984,18.84,1.011,40.0,7.9
16.783333,1846.7,64.85,57.29,450.75,60.22,0.976,95.0,6.64,0.185,11.23,14.44,30.85,58.82,982.81,850.8,13.17,53.62,0,26.93,1.07,758.0,11.41,8.62,56.2,0.418,96.46,376.78,0.653,27.25,6.94,44.76,0.0,0.83,31260.0,12.05,81.984,18.91,1.015,40.0,7.87
16.8,1824.6,64.54,57.82,443.77,60.26,0.93,94.96,6.41,0.185,11.1,14.43,30.66,58.5,982.86,850.7,13.17,53.73,0,26.93,1.34,748.4,11.73,8.87,56.14,0.434,96.46,376.8,0.777,27.25,6.92,45.09,0.0,0.83,30997.0,12.0,81.984,18.74,1.006,40.0,7.83
16.816667,1825.3,64.58,57.71,447.7,59.94,0.992,94.97,6.4,0.189,11.14,14.52,30.73,58.37,982.78,850.7,13.13,53.88,0,26.9,1.2,749.1,12.1,8.74,56.36,0.434,96.42,376.82,0.849,27.22,6.67,45.1,0.0,0.86,31396.0,11.88,81.984,18.52,1.009,40.0,7.83
16.833333,1827.2,65.03,58.06,453.67,60.35,1.011,94.99,6.22,0.19,11.3,14.49,30.75,58.34,982.79,850.7,13.13,53.55,0,26.91,1.29,751.1,11.48,8.67,56.2,0.42,96.44,376.83,0.965,27.22,6.63,44.92,0.0,0.87,31515.0,12.23,81.984,18.49,1.009,40.0,7.9
16.85,1816.8,65.09,57.82,455.27,60.57,0.942,94.99,6.41,0.187,11.16,14.46,30.82,57.89,982.72,850.7,13.18,53.94,0,26.89,0.98,747.2,10.97,8.82,56.43,0.407,96.43,376.85,0.721,27.2,6.66,45.76,0.0,0.89,31660.0,11.78,81.984,18.36,1.005,40.0,7.92
16.866667,1811.9,65.37,57.75,455.13,60.4,0.95,94.99,6.47,0.188,11.67,14.52,30.77,57.56,982.75,850.7,13.18,53.52,0,26.91,0.95,742.8,11.73,8.74,56.43,0.396,96.43,376.87,0.728,27.22,7.12,45.64,0.0,0.87,31579.0,12.31,81.984,17.98,1.002,40.0,7.94
16.883333,1821.6,65.2,57.75,449.95,60.44,0.997,94.97,6.47,0.189,11.68,14.31,30.73,57.34,982.76,850.5,13.22,53.67,0,26.92,1.11,747.2,11.15,8.89,56.39,0.412,96.43,376.88,0.833,27.22,6.83,45.37,0.0,0.88,31663.0,12.25,81.984,18.13,1.0,40.0,8.03
16.9,1823.7,65.28,57.62,454.12,60.56,0.993,94.96,6.63,0.185,11.71,14.35,30.64,57.36,982.59,850.5,13.13,53.45,0,26.89,1.27,748.9,11.46,9.03,56.54,0.401,96.4,376.9,0.981,27.22,6.68,45.75,0.0,0.88,30771.0,12.09,81.984,18.49,0.995,40.0,8.07
16.916667,1817.3,64.95,57.65,449.99,60.76,0.995,94.97,6.72,0.183,11.6,14.3,30.7,57.81,982.59,850.2,13.12,53.28,0,26.9,1.22,747.3,11.58,9.21,56.84,0.407,96.38,376.92,0.992,27.22,6.75,45.33,0.0,0.88,31107.0,11.74,81.984,18.83,0.993,40.0,8.09
16.933333,1818.5,65.2,57.89,453.25,60.84,1.028,94.95,6.69,0.188,11.36,14.18,30.65,57.85,982.45,850.3,13.05,52.97,0,26.9,1.36,747.0,11.8,9.01,56.86,0.408,96.4,376.93,1.402,27.22,6.87,45.77,0.0,0.87,31307.0,11.86,81.984,18.63,0.997,40.0,8.18
16.95,1827.3,65.19,58.17,458.55,60.69,1.078,94.96,6.99,0.188,11.29,14.31,30.7,58.58,982.38,850.2,13.02,52.94,0,26.92,1.18,752.0,12.06,9.05,56.88,0.419,96.39,376.95,1.327,27.25,7.12,45.18,0.0,0.89,32027.0,11.78,81.984,18.39,0.99,40.0,8.22
16.966667,1824.6,65.42,58.1,458.27,60.68,0.968,94.93,7.14,0.189,11.51,14.43,30.76,58.74,982.37,850.1,13.02,52.88,0,26.92,1.0,751.9,12.71,9.21,56.77,0.424,96.34,376.97,1.325,27.24,7.31,45.06,0.0,0.91,32011.0,11.29,81.984,18.63,0.99,40.0,8.2
16.983333,1818.1,65.38,58.24,451.75,60.86,1.019,94.93,7.16,0.187,11.56,14.52,30.81,58.47,982.32,850.1,13.07,52.66,0,26.91,1.2,750.6,12.49,9.32,56.51,0.408,96.34,376.98,1.122,27.23,6.97,45.03,0.0,0.95,32650.0,11.35,81.984,18.47,0.981,40.0,8.17
17.0,1825.1,65.6,57.74,446.8,60.87,0.984,94.92,7.25,0.188,11.68,14.39,30.83,58.8,982.18,850.1,13.05,52.79,0,26.96,1.3,755.3,12.64,9.28,56.55,0.403,96.35,377.0,1.279,27.28,7.26,44.81,0.0,0.93,32731.0,11.3,81.984,18.63,0.98,40.0,8.11
17.016667,1824.3,65.43,57.73,452.33,60.76,0.976,94.93,7.18,0.188,11.59,14.34,30.72,58.6,982.11,850.0,13.1,52.95,0,26.96,1.34,753.7,11.96,9.33,56.58,0.413,96.37,377.02,1.22,27.28,6.95,44.28,0.0,0.93,32428.0,11.23,81.984,18.48,0.984,40.0,8.07
17.033333,1826.1,64.99,57.96,447.91,60.83,1.009,94.94,7.04,0.193,11.36,14.36,30.85,59.11,982.14,850.0,13.1,52.9,0,26.92,1.68,754.1,12.02,9.32,56.6,0.414,96.35,377.03,1.078,27.25,6.69,44.22,0.0,0.91,32132.0,11.25,81.984,18.66,0.985,40.0,8.01
17.05,1814.3,64.93,58.2,447.88,60.85,0.973,94.93,7.04,0.195,11.36,14.25,30.89,59.36,982.21,850.0,13.09,53.04,0,26.95,1.36,749.0,10.95,9.16,56.33,0.417,96.37,377.05,1.007,27.26,6.58,43.63,0.0,0.91,31861.0,11.24,81.984,18.6,0.987,40.0,7.92
17.066667,1817.9,64.74,58.22,452.63,60.78,0.919,94.96,7.03,0.195,11.32,14.25,30.77,59.21,982.12,850.0,13.05,52.67,0,26.92,1.29,750.7,11.75,9.11,56.53,0.418,96.37,377.07,1.198,27.25,6.68,43.67,0.0,0.89,32217.0,11.37,81.984,18.66,0.983,40.0,7.92
17.083333,1817.0,64.47,57.9,448.15,60.83,0.892,94.97,7.27,0.196,11.52,14.27,30.85,59.26,982.15,850.0,13.01,52.76,0,26.95,1.33,750.8,11.81,9.0,56.54,0.402,96.33,377.08,1.41,27.27,6.05,43.84,0.0,0.9,32382.0,11.29,81.984,18.28,0.987,40.0,7.93
17.1,1805.8,65.11,58.43,449.2,61.33,0.894,94.97,6.99,0.196,11.34,14.26,30.88,59.37,982.16,850.0,12.99,52.8,0,26.97,1.33,744.3,11.1,8.91,56.54,0.408,96.33,377.1,1.513,27.27,6.1,43.99,0.0,0.93,32280.0,11.67,81.984,18.29,0.985,40.0,7.9
